X,Y,Population2030,Gridconnected-2012,Split,SA,MG,MINIMUMCOST,MINIMUMDISTANCE,DistancefromtheHVgrid(meters),Gridextensionsforthosegainingaccess,Urban/RuralSplit,Gainingaccesssettlements,Urbangainingaccesspopulation,Ruralgainingaccesspopulation,,,Urbangainingaccessinkm,Urbanpopulationgainingaccess,Urbangainingaccesssettlements,,GridUrbanPopulation,GridUrbanSettlements,MicroGridUrbanPopulation,MicroGridUrbanSettlements,,,,,,Split300,SA300,MG300,MINIMUMCOST300,MINIMUMDISTANCE300,,Split50,SA50,MG50,MINIMUMCOST50,MINIMUMDISTANCE50,,,GridUrbanPopulation,126761278,inhabitants
39.733333,8.7,10617,1,Grid,,,0,2500,6380.31261,0,Urban,0,0,0,,,,,,,10617,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
42.583333,9.816667,933,0,StandAlone,Diesel,,0.6368,0.6368,54958.59651,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Wind,0.237636405,0,,StandAlone,Diesel,,0.6368,0.6368,,,,,
36.3,7.283333,10911,1,Grid,,,0,2500,3379.005525,0,Urban,0,0,0,,,,,,,10911,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.25,6.833333,8501,1,Grid,,,0,2500,7884.96705,0,Urban,0,0,0,,,,,,,8501,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.183333,9.116667,16024,1,Grid,,,0,2500,5712.935108,0,Urban,0,0,0,,,,,,,16024,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.833333,6.516667,31897,1,Grid,,,0,2500,5198.785478,0,Urban,0,0,0,,,,,,,31897,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.716667,6.533333,43098,1,Grid,,,0,2500,697.583769,0,Urban,0,0,0,,,,,,,43098,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
34.966667,8.983333,7945,0,MicroGrid,,Diesel,0.309223899,22500,53726.37461,0,Urban,0,0,0,,,,,,,0,0,7945,1,,,,,,MicroGrid,,Diesel,0.309223899,22500,,StandAlone,PV,,0.340711912,0.447,,,,,
39.45,8.6,10623,1,Grid,,,0,2500,1535.659369,0,Urban,0,0,0,,,,,,,10623,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.15,11.8,14587,1,Grid,,,0,2500,2132.12344,0,Urban,0,0,0,,,,,,,14587,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
42,9.516667,34181,1,Grid,,,0,2500,6084.095579,0,Urban,0,0,0,,,,,,,34181,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.033333,8.283333,26405,1,Grid,,,0,2500,7204.261777,0,Urban,0,0,0,,,,,,,26405,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.5,12.75,16967,1,Grid,,,0,2500,3761.750462,0,Urban,0,0,0,,,,,,,16967,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
40.833333,9.316667,3954,1,Grid,,,0,2500,4110.381855,0,Urban,0,0,0,,,,,,,3954,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.55,11.166667,18429,1,Grid,,,0,2500,8914.188057,0,Urban,0,0,0,,,,,,,18429,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
35.55,9.516667,13449,1,Grid,,,0,2500,8289.849879,0,Urban,0,0,0,,,,,,,13449,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
42.966667,9.316667,6356,0,Grid,,,0.191360709,7500,19532.26987,7500,Urban,1,6356,0,,,,,,,6356,1,0,0,,,,,,Grid,,,0.191360709,7500,,Grid,,,0.232128822,0.232128822,,,,,
43.166667,9.1,761,0,StandAlone,Diesel,,0.404,0.404,50059.69324,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.357656874,0,,StandAlone,Diesel,,0.404,0.404,,,,,
39.133333,12.9,5565,0,Grid,,,0.194167514,7500,31750.8663,7500,Urban,1,5565,0,,,,,,,5565,1,0,0,,,,,,Grid,,,0.194167514,7500,,StandAlone,Diesel,,0.23568995,0.5495,,,,,
38.416667,8.3,16328,0,Grid,,,0.178055769,7500,21260.07019,7500,Urban,1,16328,0,,,,,,,16328,1,0,0,,,,,,Grid,,,0.178055769,7500,,Grid,,,0.205498848,0.205498848,,,,,
36.675278,14.299167,810,1,Grid,,,0,0,5289.616702,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
36.666667,8.733333,10376,1,Grid,,,0,2500,3746.659192,0,Urban,0,0,0,,,,,,,10376,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.616667,9.383333,11989,0,Grid,,,0.18088395,5000,14470.2817,5000,Urban,1,11989,0,,,,,,,11989,1,0,0,,,,,,Grid,,,0.18088395,5000,,Grid,,,0.21105054,0.21105054,,,,,
38.2,9.4,14974,0,Grid,,,0.178262243,5000,17504.92724,5000,Urban,1,14974,0,,,,,,,14974,1,0,0,,,,,,Grid,,,0.178262243,5000,,Grid,,,0.205987586,0.205987586,,,,,
38.816667,9.4,11989,1,Grid,,,0,2500,7229.679541,0,Urban,0,0,0,,,,,,,11989,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.483333,9.416667,11634,0,Grid,,,0.180767865,5000,14617.32192,5000,Urban,1,11634,0,,,,,,,11634,1,0,0,,,,,,Grid,,,0.180767865,5000,,Grid,,,0.210330937,0.210330937,,,,,
38.266667,9.516667,14970,0,Grid,,,0.177669698,2500,11162.53593,2500,Urban,1,14970,0,,,,,,,14970,1,0,0,,,,,,Grid,,,0.177669698,2500,,Grid,,,0.204798186,0.204798186,,,,,
38.583333,9.633333,18638,0,Grid,,,0.175566566,2500,16924.8131,2500,Urban,1,18638,0,,,,,,,18638,1,0,0,,,,,,Grid,,,0.175566566,2500,,Grid,,,0.200100531,0.200100531,,,,,
39.433333,10.5,13510,0,Grid,,,0.17940078,5000,34034.93646,5000,Urban,1,13510,0,,,,,,,13510,1,0,0,,,,,,Grid,,,0.17940078,5000,,Grid,,,0.208217575,0.208217575,,,,,
39.15,7.55,16105,0,Grid,,,0.178418725,7500,22518.12229,7500,Urban,1,16105,0,,,,,,,16105,1,0,0,,,,,,Grid,,,0.178418725,7500,,Grid,,,0.20602429,0.20602429,,,,,
38.183333,9.883333,13285,0,MicroGrid,,Diesel,0.304305348,12500,51411.39905,0,Urban,0,0,0,,,,,,,0,0,13285,1,,,,,,MicroGrid,,Diesel,0.304305348,12500,,StandAlone,Diesel,,0.330874811,0.7532,,,,,
38.183333,7.966667,51521,0,Grid,,,0.176022108,7500,25849.01264,7500,Urban,1,51521,0,,,,,,,51521,1,0,0,,,,,,Grid,,,0.176022108,7500,,Grid,,,0.200980689,0.200980689,,,,,
38.983333,13.75,11314,1,Grid,,,0,2500,7055.525077,0,Urban,0,0,0,,,,,,,11314,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.116667,10.516667,23379,0,Grid,,,0.175529111,5000,9534.509088,5000,Urban,1,23379,0,,,,,,,23379,1,0,0,,,,,,Grid,,,0.175529111,5000,,Grid,,,0.199994036,0.199994036,,,,,
37.95,11.583333,18316,1,Grid,,,0,2500,6901.72436,0,Urban,0,0,0,,,,,,,18316,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.116667,9.9,15677,0,Grid,,,0.178434447,7500,22827.3944,7500,Urban,1,15677,0,,,,,,,15677,1,0,0,,,,,,Grid,,,0.178434447,7500,,Grid,,,0.205612034,0.205612034,,,,,
39.15,12.066667,8368,1,Grid,,,0,2500,4670.990496,0,Urban,0,0,0,,,,,,,8368,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.183333,11.483333,13368,0,Grid,,,0.179679045,5000,35865.64751,5000,Urban,1,13368,0,,,,,,,13368,1,0,0,,,,,,Grid,,,0.179679045,5000,,Grid,,,0.208589148,0.208589148,,,,,
38.566667,9.583333,18827,0,Grid,,,0.175329152,2500,18953.64184,2500,Urban,1,18827,0,,,,,,,18827,1,0,0,,,,,,Grid,,,0.175329152,2500,,Grid,,,0.199790262,0.199790262,,,,,
39.533333,3.504722,361,0,StandAlone,Diesel,,0.6368,0.6368,122176.6483,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.389441027,0,,StandAlone,Diesel,,0.6368,0.6368,,,,,
38,9.683333,8725,0,Grid,,,0.185617306,7500,41424.45991,7500,Urban,1,8725,0,,,,,,,8725,1,0,0,,,,,,Grid,,,0.185617306,7500,,Grid,,,0.219744442,0.219744442,,,,,
38.333333,10.033333,13281,0,Grid,,,0.182300361,12500,49552.28734,12500,Urban,1,13281,0,,,,,,,13281,1,0,0,,,,,,Grid,,,0.182300361,12500,,Grid,,,0.213736786,0.213736786,,,,,
39.516667,11.166667,22475,0,Grid,,,0.175529143,5000,12493.93081,5000,Urban,1,22475,0,,,,,,,22475,1,0,0,,,,,,Grid,,,0.175529143,5000,,Grid,,,0.199994079,0.199994079,,,,,
36.466667,7.5,20259,1,Grid,,,0,2500,6793.768241,0,Urban,0,0,0,,,,,,,20259,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.766667,11.8,14448,0,Grid,,,0.178432551,5000,10310.57787,5000,Urban,1,14448,0,,,,,,,14448,1,0,0,,,,,,Grid,,,0.178432551,5000,,Grid,,,0.205774074,0.205774074,,,,,
37.333333,7.433333,15680,1,Grid,,,0,2500,6359.316854,0,Urban,0,0,0,,,,,,,15680,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.383333,11.9,19956,1,Grid,,,0,2500,3915.648521,0,Urban,0,0,0,,,,,,,19956,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
35.283333,9.15,12526,0,Grid,,,0.182224905,10000,41222.16781,10000,Urban,1,12526,0,,,,,,,12526,1,0,0,,,,,,Grid,,,0.182224905,10000,,Grid,,,0.21264123,0.21264123,,,,,
36.766667,5.133333,582,0,StandAlone,Diesel,,0.7241,0.7241,75273.60335,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.367750499,0,,StandAlone,Diesel,,0.7241,0.7241,,,,,
38.8,9.616667,17088,1,Grid,,,0,2500,6413.937179,0,Urban,0,0,0,,,,,,,17088,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.033333,8.25,8404,0,Grid,,,0.18805426,10000,28203.71378,10000,Urban,1,8404,0,,,,,,,8404,1,0,0,,,,,,Grid,,,0.18805426,10000,,Grid,,,0.224002705,0.224002705,,,,,
35.816667,9.066667,15447,0,Grid,,,0.179514468,10000,12768.90421,10000,Urban,1,15447,0,,,,,,,15447,1,0,0,,,,,,Grid,,,0.179514468,10000,,Grid,,,0.207536079,0.207536079,,,,,
37.166667,9.133333,19984,0,Grid,,,0.175079193,2500,10905.57938,2500,Urban,1,19984,0,,,,,,,19984,1,0,0,,,,,,Grid,,,0.175079193,2500,,Grid,,,0.199094121,0.199094121,,,,,
37.266667,9.15,14687,0,Grid,,,0.179432307,7500,13635.87039,7500,Urban,1,14687,0,,,,,,,14687,1,0,0,,,,,,Grid,,,0.179432307,7500,,Grid,,,0.208028697,0.208028697,,,,,
37.033333,6.083333,8156,0,Grid,,,0.187704344,7500,29853.37812,7500,Urban,1,8156,0,,,,,,,8156,1,0,0,,,,,,Grid,,,0.187704344,7500,,Grid,,,0.222806535,0.222806535,,,,,
37.316667,5.083333,290,0,StandAlone,Diesel,,0.5204,0.5204,21389.99881,0.5204,Rural,1,0,290,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.401325272,0,,StandAlone,Diesel,,0.5204,0.5204,,,,,
39.566667,7.733333,18878,0,Grid,,,0.177461575,12500,24977.53631,12500,Urban,1,18878,0,,,,,,,18878,1,0,0,,,,,,Grid,,,0.177461575,12500,,Grid,,,0.204090847,0.204090847,,,,,
38.283333,9,16028,1,Grid,,,0,2500,5425.070508,0,Urban,0,0,0,,,,,,,16028,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
40.683333,8.616667,1879,0,StandAlone,Diesel,,0.311773685,0.695,33501.22652,0.695,Rural,1,0,1879,,,,,,,0,0,0,0,,,,,,Grid,,,0.233065071,10000,,StandAlone,Diesel,,0.311773685,0.695,,,,,
39.616667,13.866667,12048,1,Grid,,,0,2500,4823.186349,0,Urban,0,0,0,,,,,,,12048,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
36.266667,9.783333,5205,0,MicroGrid,,Diesel,0.314333769,0,73425.38836,0,Urban,0,0,0,,,,,,,0,0,5205,1,,,,,,MicroGrid,,Diesel,0.314333769,0,,StandAlone,Diesel,,0.350931651,0.4913,,,,,
38,9.616667,8729,0,Grid,,,0.185602674,7500,42283.71594,7500,Urban,1,8729,0,,,,,,,8729,1,0,0,,,,,,Grid,,,0.185602674,7500,,Grid,,,0.219723012,0.219723012,,,,,
37.961111,14.286389,5299,0,Grid,,,0.211321745,22500,25310.21899,22500,Urban,1,5299,0,,,,,,,5299,1,0,0,,,,,,Grid,,,0.211321745,22500,,StandAlone,PV,,0.269157263,0.447,,,,,
38.8,10.466667,10520,0,Grid,,,0.186864292,15000,32879.81347,15000,Urban,1,10520,0,,,,,,,10520,1,0,0,,,,,,Grid,,,0.186864292,15000,,Grid,,,0.222924963,0.222924963,,,,,
39,10.583333,10514,0,Grid,,,0.183503895,7500,13956.32337,7500,Urban,1,10514,0,,,,,,,10514,1,0,0,,,,,,Grid,,,0.183503895,7500,,Grid,,,0.216192588,0.216192588,,,,,
37.45,13.533333,2043,0,MicroGrid,,Diesel,0.330317387,0,62735.26153,0,Urban,0,0,0,,,,,,,0,0,2043,1,,,,,,MicroGrid,,Diesel,0.330317387,0,,StandAlone,Diesel,,0.382898888,0.9278,,,,,
35.966667,4.8,897,0,StandAlone,Diesel,,0.5786,0.5786,168811.633,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.352108853,0,,StandAlone,Diesel,,0.5786,0.5786,,,,,
39.733333,13.983333,13225,0,Grid,,,0.17996484,5000,19946.90708,5000,Urban,1,13225,0,,,,,,,13225,1,0,0,,,,,,Grid,,,0.17996484,5000,,Grid,,,0.209015996,0.209015996,,,,,
40.033333,10.25,14188,0,Grid,,,0.179603604,7500,16339.18397,7500,Urban,1,14188,0,,,,,,,14188,1,0,0,,,,,,Grid,,,0.179603604,7500,,Grid,,,0.20780539,0.20780539,,,,,
38.033333,6.083333,6701,0,Grid,,,0.194593598,12500,26413.9336,12500,Urban,1,6701,0,,,,,,,6701,1,0,0,,,,,,Grid,,,0.194593598,12500,,Grid,,,0.236127795,0.236127795,,,,,
41.983333,9.266667,34221,0,Grid,,,0.175078696,2500,9628.633808,2500,Urban,1,34221,0,,,,,,,34221,1,0,0,,,,,,Grid,,,0.175078696,2500,,Grid,,,0.19909346,0.19909346,,,,,
41.983333,9.016667,14999,0,Grid,,,0.178217199,5000,35107.89274,5000,Urban,1,14999,0,,,,,,,14999,1,0,0,,,,,,Grid,,,0.178217199,5000,,Grid,,,0.205924435,0.205924435,,,,,
41.933333,9.266667,32903,0,Grid,,,0.175078742,2500,11864.60819,2500,Urban,1,32903,0,,,,,,,32903,1,0,0,,,,,,Grid,,,0.175078742,2500,,Grid,,,0.199093522,0.199093522,,,,,
40,10.25,14188,0,Grid,,,0.179603604,7500,12802.9216,7500,Urban,1,14188,0,,,,,,,14188,1,0,0,,,,,,Grid,,,0.179603604,7500,,Grid,,,0.20780539,0.20780539,,,,,
39.95,11.516667,18963,0,Grid,,,0.176299427,7500,23967.97482,7500,Urban,1,18963,0,,,,,,,18963,1,0,0,,,,,,Grid,,,0.176299427,7500,,Grid,,,0.201842226,0.201842226,,,,,
35.266667,8.15,5381,0,Grid,,,0.19533644,7500,15082.02053,7500,Urban,1,5381,0,,,,,,,5381,1,0,0,,,,,,Grid,,,0.19533644,7500,,StandAlone,Diesel,,0.237478179,0.7532,,,,,
36.866667,8.5,7064,0,Grid,,,0.189483054,7500,35658.91727,7500,Urban,1,7064,0,,,,,,,7064,1,0,0,,,,,,Grid,,,0.189483054,7500,,Grid,,,0.226849119,0.226849119,,,,,
34.916667,8.616667,8643,0,Grid,,,0.188531358,12500,16063.87681,12500,Urban,1,8643,0,,,,,,,8643,1,0,0,,,,,,Grid,,,0.188531358,12500,,Grid,,,0.225419088,0.225419088,,,,,
37.833333,9.75,8725,0,Grid,,,0.185617306,7500,21928.69264,7500,Urban,1,8725,0,,,,,,,8725,1,0,0,,,,,,Grid,,,0.185617306,7500,,Grid,,,0.219744442,0.219744442,,,,,
38.216667,9.216667,16145,0,Grid,,,0.177740333,5000,17376.52321,5000,Urban,1,16145,0,,,,,,,16145,1,0,0,,,,,,Grid,,,0.177740333,5000,,Grid,,,0.204708171,0.204708171,,,,,
40.366667,8.65,3791,0,Grid,,,0.207282534,10000,40346.84995,10000,Urban,1,3791,0,,,,,,,3791,1,0,0,,,,,,Grid,,,0.207282534,10000,,StandAlone,Diesel,,0.259793658,0.5204,,,,,
42.783333,6.216667,692,1,Grid,,,0,0,3774.828292,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.166667,6.066667,13031,0,Grid,,,0.180288714,7500,35077.58431,7500,Urban,1,13031,0,,,,,,,13031,1,0,0,,,,,,Grid,,,0.180288714,7500,,Grid,,,0.209404389,0.209404389,,,,,
39.316667,12.016667,15667,0,Grid,,,0.177822811,5000,11295.91979,5000,Urban,1,15667,0,,,,,,,15667,1,0,0,,,,,,Grid,,,0.177822811,5000,,Grid,,,0.204378008,0.204378008,,,,,
35.166667,7.766667,558,0,StandAlone,Diesel,,1.6844,1.6844,56813.62591,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.369435836,0,,StandAlone,Diesel,,1.6844,1.6844,,,,,
36.066667,8.366667,11548,1,Grid,,,0,2500,3286.501927,0,Urban,0,0,0,,,,,,,11548,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.633333,8.783333,18807,1,Grid,,,0,2500,2523.6856,0,Urban,0,0,0,,,,,,,18807,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
41.683333,8.966667,24448,0,Grid,,,0.177802852,15000,48415.99729,15000,Urban,1,24448,0,,,,,,,24448,1,0,0,,,,,,Grid,,,0.177802852,15000,,Grid,,,0.204541543,0.204541543,,,,,
39.25,9.35,15921,1,Grid,,,0,2500,2873.816688,0,Urban,0,0,0,,,,,,,15921,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.233333,9.5,14974,0,Grid,,,0.177662651,2500,13532.94439,2500,Urban,1,14974,0,,,,,,,14974,1,0,0,,,,,,Grid,,,0.177662651,2500,,Grid,,,0.204788403,0.204788403,,,,,
38.533333,9.933333,19938,0,Grid,,,0.175094173,2500,27345.84258,2500,Urban,1,19938,0,,,,,,,19938,1,0,0,,,,,,Grid,,,0.175094173,2500,,Grid,,,0.199114031,0.199114031,,,,,
38.633333,9.3,11993,0,Grid,,,0.180127235,2500,13057.98758,2500,Urban,1,11993,0,,,,,,,11993,1,0,0,,,,,,Grid,,,0.180127235,2500,,Grid,,,0.209543797,0.209543797,,,,,
39.6,12.15,14021,1,Grid,,,0,2500,513.242428,0,Urban,0,0,0,,,,,,,14021,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.033333,6.833333,7497,0,Grid,,,0.189038736,7500,31412.89384,7500,Urban,1,7497,0,,,,,,,7497,1,0,0,,,,,,Grid,,,0.189038736,7500,,Grid,,,0.226861853,0.226861853,,,,,
38.466667,9.616667,14786,0,Grid,,,0.177984155,2500,21309.05766,2500,Urban,1,14786,0,,,,,,,14786,1,0,0,,,,,,Grid,,,0.177984155,2500,,Grid,,,0.205215042,0.205215042,,,,,
38.2,9.666667,14907,0,Grid,,,0.17904459,7500,28706.13785,7500,Urban,1,14907,0,,,,,,,14907,1,0,0,,,,,,Grid,,,0.17904459,7500,,Grid,,,0.207479776,0.207479776,,,,,
38.716667,9.783333,26001,1,Grid,,,0,2500,1846.192208,0,Urban,0,0,0,,,,,,,26001,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.8,12.05,18368,0,Grid,,,0.176944318,7500,9958.103652,7500,Urban,1,18368,0,,,,,,,18368,1,0,0,,,,,,Grid,,,0.176944318,7500,,Grid,,,0.202626007,0.202626007,,,,,
36.716667,7.5,20284,1,Grid,,,0,2500,8569.609165,0,Urban,0,0,0,,,,,,,20284,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.866667,10.716667,20293,1,Grid,,,0,2500,6582.045888,0,Urban,0,0,0,,,,,,,20293,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39,9.8,15508,0,Grid,,,0.178083837,5000,28825.93142,5000,Urban,1,15508,0,,,,,,,15508,1,0,0,,,,,,Grid,,,0.178083837,5000,,Grid,,,0.204752515,0.204752515,,,,,
38.366667,12.933333,8546,0,MicroGrid,,Diesel,0.308446975,32500,54215.04855,0,Urban,0,0,0,,,,,,,0,0,8546,1,,,,,,MicroGrid,,Diesel,0.308446975,32500,,StandAlone,Diesel,,0.339158064,1.0733,,,,,
39.333333,13.983333,14709,0,Grid,,,0.17872272,5000,21031.51384,5000,Urban,1,14709,0,,,,,,,14709,1,0,0,,,,,,Grid,,,0.17872272,5000,,Grid,,,0.206629172,0.206629172,,,,,
41.833333,9.533333,34178,1,Grid,,,0,2500,5083.813947,0,Urban,0,0,0,,,,,,,34178,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
36.8,6.333333,13302,0,Grid,,,0.179817574,5000,9578.014283,5000,Urban,1,13302,0,,,,,,,13302,1,0,0,,,,,,Grid,,,0.179817574,5000,,Grid,,,0.208785032,0.208785032,,,,,
36.85,6.35,13302,1,Grid,,,0,2500,6560.511155,0,Urban,0,0,0,,,,,,,13302,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.55,9.3,12032,0,Grid,,,0.180039348,2500,14159.8409,2500,Urban,1,12032,0,,,,,,,12032,1,0,0,,,,,,Grid,,,0.180039348,2500,,Grid,,,0.209423013,0.209423013,,,,,
39.066667,10.5,10520,1,Grid,,,0,2500,5097.282118,0,Urban,0,0,0,,,,,,,10520,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
42.783333,9.466667,6356,0,Grid,,,0.189810087,5000,13877.64287,5000,Urban,1,6356,0,,,,,,,6356,1,0,0,,,,,,Grid,,,0.189810087,5000,,Grid,,,0.229027579,0.229027579,,,,,
39.066667,10.533333,10520,1,Grid,,,0,2500,5794.004418,0,Urban,0,0,0,,,,,,,10520,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.6,13.1,13821,0,Grid,,,0.179519789,7500,22290.35046,7500,Urban,1,13821,0,,,,,,,13821,1,0,0,,,,,,Grid,,,0.179519789,7500,,Grid,,,0.208801681,0.208801681,,,,,
40.016667,10.966667,19596,0,Grid,,,0.176465691,10000,25497.10629,10000,Urban,1,19596,0,,,,,,,19596,1,0,0,,,,,,Grid,,,0.176465691,10000,,Grid,,,0.202686741,0.202686741,,,,,
36.9,11.45,14372,0,Grid,,,0.180012513,10000,14729.09873,10000,Urban,1,14372,0,,,,,,,14372,1,0,0,,,,,,Grid,,,0.180012513,10000,,Grid,,,0.208845693,0.208845693,,,,,
37.566667,9.05,12858,1,Grid,,,0,2500,2951.193246,0,Urban,0,0,0,,,,,,,12858,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.633333,9.116667,12858,0,Grid,,,0.179189509,2500,9788.560603,2500,Urban,1,12858,0,,,,,,,12858,1,0,0,,,,,,Grid,,,0.179189509,2500,,Grid,,,0.207013877,0.207013877,,,,,
37.7,9.15,12869,0,Grid,,,0.179863885,5000,12879.37756,5000,Urban,1,12869,0,,,,,,,12869,1,0,0,,,,,,Grid,,,0.179863885,5000,,Grid,,,0.208377106,0.208377106,,,,,
38.45,8.383333,12983,0,Grid,,,0.180388193,7500,27121.84863,7500,Urban,1,12983,0,,,,,,,12983,1,0,0,,,,,,Grid,,,0.180388193,7500,,Grid,,,0.209552664,0.209552664,,,,,
39.65,12.716667,8480,1,Grid,,,0,2500,186.336425,0,Urban,0,0,0,,,,,,,8480,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.1,6.783333,7860,0,Grid,,,0.187516355,7500,25057.2865,7500,Urban,1,7860,0,,,,,,,7860,1,0,0,,,,,,Grid,,,0.187516355,7500,,Grid,,,0.224557554,0.224557554,,,,,
38.946667,14.118056,22837,1,Grid,,,0,2500,4709.639298,0,Urban,0,0,0,,,,,,,22837,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.066667,9.566667,8729,0,Grid,,,0.185602674,7500,33287.88606,7500,Urban,1,8729,0,,,,,,,8729,1,0,0,,,,,,Grid,,,0.185602674,7500,,Grid,,,0.219723012,0.219723012,,,,,
39.5,10.216667,11365,0,Grid,,,0.182272609,7500,39762.64126,7500,Urban,1,11365,0,,,,,,,11365,1,0,0,,,,,,Grid,,,0.182272609,7500,,Grid,,,0.212971303,0.212971303,,,,,
36.816667,9.733333,5286,0,MicroGrid,,Diesel,0.314127668,15000,65428.74875,0,Urban,0,0,0,,,,,,,0,0,5286,1,,,,,,MicroGrid,,Diesel,0.314127668,15000,,StandAlone,PV,,0.35051945,0.447,,,,,
39.633333,12.55,12799,1,Grid,,,0,2500,559.78291,0,Urban,0,0,0,,,,,,,12799,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
40.683333,8.883333,15626,0,Grid,,,0.177886854,5000,9945.396322,5000,Urban,1,15626,0,,,,,,,15626,1,0,0,,,,,,Grid,,,0.177886854,5000,,Grid,,,0.204473942,0.204473942,,,,,
39.366667,12.716667,18332,0,Grid,,,0.176992645,7500,19715.85665,7500,Urban,1,18332,0,,,,,,,18332,1,0,0,,,,,,Grid,,,0.176992645,7500,,Grid,,,0.20268662,0.20268662,,,,,
37.966667,10.966667,19984,0,Grid,,,0.176564524,10000,15546.85028,10000,Urban,1,19984,0,,,,,,,19984,1,0,0,,,,,,Grid,,,0.176564524,10000,,Grid,,,0.202064782,0.202064782,,,,,
38.3,5.05,877,1,Grid,,,0,0,3448.509508,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.066667,9.516667,14638,0,Grid,,,0.17934403,7500,34487.47482,7500,Urban,1,14638,0,,,,,,,14638,1,0,0,,,,,,Grid,,,0.17934403,7500,,Grid,,,0.207794377,0.209269773,,,,,
41.983333,9.633333,17187,0,Grid,,,0.176822328,5000,10160.29119,5000,Urban,1,17187,0,,,,,,,17187,1,0,0,,,,,,Grid,,,0.176822328,5000,,Grid,,,0.202536971,0.202536971,,,,,
38.35,9.8,12874,0,Grid,,,0.17915563,2500,38212.36089,2500,Urban,1,12874,0,,,,,,,12874,1,0,0,,,,,,Grid,,,0.17915563,2500,,Grid,,,0.206967174,0.206967174,,,,,
