X,Y,Population2030,Gridconnected-2012,Split,SA,MG,MINIMUMCOST,MINIMUMDISTANCE,DistancefromtheHVgrid(meters),Gridextensionsforthosegainingaccess,Urban/RuralSplit,Gainingaccesssettlements,Urbangainingaccesspopulation,Ruralgainingaccesspopulation,,,Urbangainingaccessinkm,Urbanpopulationgainingaccess,Urbangainingaccesssettlements,,GridUrbanPopulation,GridUrbanSettlements,MicroGridUrbanPopulation,MicroGridUrbanSettlements,,,,,,Split300,SA300,MG300,MINIMUMCOST300,MINIMUMDISTANCE300,,Split50,SA50,MG50,MINIMUMCOST50,MINIMUMDISTANCE50,,,GridUrbanPopulation,126761278,inhabitants
39.533333,8.166667,15809,0,Grid,,,0.178901516,10000,27938.88261,10000,Urban,1,15809,0,,,,,,,15809,1,0,0,,,,,,Grid,,,0.178901516,10000,,Grid,,,0.206697125,0.206697125,,,,,
37.766667,12.933333,13828,1,Grid,,,0,2500,3065.422756,0,Urban,0,0,0,,,,,,,13828,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
43.733333,9.25,662,0,StandAlone,PV,,0.447,0.447,102511.212,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.362726423,0,,StandAlone,PV,,0.447,0.447,,,,,
42.8,9.583333,6350,0,Grid,,,0.191394417,7500,27098.15988,7500,Urban,1,6350,0,,,,,,,6350,1,0,0,,,,,,Grid,,,0.191394417,7500,,Grid,,,0.232181044,0.232181044,,,,,
43.85,7.433333,412,0,StandAlone,PV,,0.447,0.447,132512.4521,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.382905394,0,,StandAlone,PV,,0.447,0.447,,,,,
38.616667,9.283333,11993,0,Grid,,,0.180127235,2500,14938.88859,2500,Urban,1,11993,0,,,,,,,11993,1,0,0,,,,,,Grid,,,0.180127235,2500,,Grid,,,0.209543797,0.209543797,,,,,
39.316667,11.45,15401,0,Grid,,,0.178897985,7500,32461.24167,7500,Urban,1,15401,0,,,,,,,15401,1,0,0,,,,,,Grid,,,0.178897985,7500,,Grid,,,0.206252067,0.206252067,,,,,
35.466667,6.866667,14383,0,Grid,,,0.179239876,7500,18138.7688,7500,Urban,1,14383,0,,,,,,,14383,1,0,0,,,,,,Grid,,,0.179239876,7500,,Grid,,,0.207313256,0.207313256,,,,,
43.216667,9.633333,1336,0,StandAlone,PV,,0.403157349,0.447,55603.50729,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.340446618,0,,StandAlone,PV,,0.403157349,0.447,,,,,
38.316667,5.883333,43667,1,Grid,,,0,2500,6484.451032,0,Urban,0,0,0,,,,,,,43667,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.216667,6.2,61143,1,Grid,,,0,2500,7671.342005,0,Urban,0,0,0,,,,,,,61143,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.4,9.283333,13098,1,Grid,,,0,2500,1646.274484,0,Urban,0,0,0,,,,,,,13098,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.4,11.383333,12686,0,Grid,,,0.181860732,10000,33372.02819,10000,Urban,1,12686,0,,,,,,,12686,1,0,0,,,,,,Grid,,,0.181860732,10000,,Grid,,,0.212146649,0.212146649,,,,,
37.985,14.543889,4174,0,MicroGrid,,Diesel,0.317462554,25000,53938.47849,0,Urban,0,0,0,,,,,,,0,0,4174,1,,,,,,MicroGrid,,Diesel,0.317462554,25000,,StandAlone,PV,,0.357189221,0.447,,,,,
39.016667,13.566667,8192,0,Grid,,,0.186377199,5000,15376.62959,5000,Urban,1,8192,0,,,,,,,8192,1,0,0,,,,,,Grid,,,0.186377199,5000,,Grid,,,0.220251681,0.220251681,,,,,
42.15,7.333333,506,0,StandAlone,Diesel,,0.695,0.695,45685.4857,0.695,Rural,1,0,506,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.373539982,0,,StandAlone,Diesel,,0.695,0.695,,,,,
38.333333,5.4,9403,0,Grid,,,0.184596627,7500,9358.444079,7500,Urban,1,9403,0,,,,,,,9403,1,0,0,,,,,,Grid,,,0.184596627,7500,,Grid,,,0.218892975,0.218892975,,,,,
36.266667,10.6,1799,0,StandAlone,Diesel,,0.38851646,1.0151,72184.98381,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.333126173,0,,StandAlone,Diesel,,0.38851646,1.0151,,,,,
40.8,7.083333,5677,0,Grid,,,0.199704198,15000,20654.45125,15000,Urban,1,5677,0,,,,,,,5677,1,0,0,,,,,,Grid,,,0.199704198,15000,,StandAlone,Diesel,,0.247061709,0.6077,,,,,
40.083333,6.833333,4235,0,Grid,,,0.20522472,12500,21544.00498,12500,Urban,1,4235,0,,,,,,,4235,1,0,0,,,,,,Grid,,,0.20522472,12500,,StandAlone,Diesel,,0.257592442,0.8405,,,,,
39.983333,7.516667,13021,0,Grid,,,0.18204693,12500,43485.87799,12500,Urban,1,13021,0,,,,,,,13021,1,0,0,,,,,,Grid,,,0.18204693,12500,,Grid,,,0.212907938,0.217049018,,,,,
41.066667,8.266667,1882,0,StandAlone,Diesel,,0.386487614,0.5786,79494.80664,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.33211175,0,,StandAlone,Diesel,,0.386487614,0.5786,,,,,
39.683333,13.75,13242,0,Grid,,,0.179928609,5000,11073.73838,5000,Urban,1,13242,0,,,,,,,13242,1,0,0,,,,,,Grid,,,0.179928609,5000,,Grid,,,0.208964762,0.208964762,,,,,
35.866667,6.833333,10260,0,Grid,,,0.187693484,15000,28573.31077,15000,Urban,1,10260,0,,,,,,,10260,1,0,0,,,,,,Grid,,,0.187693484,15000,,Grid,,,0.224207102,0.224207102,,,,,
43.583333,5.3,256,0,StandAlone,PV,,0.447,0.447,70361.49081,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.408572895,0,,StandAlone,PV,,0.447,0.447,,,,,
36.783333,5.95,8160,0,Grid,,,0.190461307,12500,40663.49205,12500,Urban,1,8160,0,,,,,,,8160,1,0,0,,,,,,Grid,,,0.190461307,12500,,Grid,,,0.228331509,0.228331509,,,,,
37.266667,9.433333,4796,0,Grid,,,0.197470743,7500,14156.31553,7500,Urban,1,4796,0,,,,,,,4796,1,0,0,,,,,,Grid,,,0.197470743,7500,,StandAlone,Diesel,,0.244167107,0.5495,,,,,
38.483333,9.133333,19913,1,Grid,,,0,2500,1144.748892,0,Urban,0,0,0,,,,,,,19913,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
41.533333,8.75,236,0,StandAlone,Diesel,,0.695,0.695,73681.55017,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,StandAlone,Diesel,,0.695,0,,StandAlone,Diesel,,0.695,0.695,,,,,
40.666667,9.266667,4974,1,Grid,,,0,2500,308.673293,0,Urban,0,0,0,,,,,,,4974,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.6,9.5,6574,0,Grid,,,0.191027003,7500,22553.24924,7500,Urban,1,6574,0,,,,,,,6574,1,0,0,,,,,,Grid,,,0.191027003,7500,,Grid,,,0.230409123,0.230409123,,,,,
38.483333,9.5,13088,0,Grid,,,0.178725732,2500,14917.26605,2500,Urban,1,13088,0,,,,,,,13088,1,0,0,,,,,,Grid,,,0.178725732,2500,,Grid,,,0.206351487,0.206351487,,,,,
39.016667,10.7,10510,0,Grid,,,0.182575991,5000,14621.62465,5000,Urban,1,10510,0,,,,,,,10510,1,0,0,,,,,,Grid,,,0.182575991,5000,,Grid,,,0.214329058,0.214329058,,,,,
43.456111,5.314167,256,0,StandAlone,PV,,0.447,0.447,69760.54742,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.408572895,0,,StandAlone,PV,,0.447,0.447,,,,,
36.183333,8.683333,8038,1,Grid,,,0,2500,7204.883378,0,Urban,0,0,0,,,,,,,8038,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
36.116667,8.766667,7900,0,Grid,,,0.187375672,7500,18434.20443,7500,Urban,1,7900,0,,,,,,,7900,1,0,0,,,,,,Grid,,,0.187375672,7500,,Grid,,,0.224380544,0.224380544,,,,,
36.883333,8.416667,7064,0,Grid,,,0.191011722,10000,39123.60486,10000,Urban,1,7064,0,,,,,,,7064,1,0,0,,,,,,Grid,,,0.191011722,10000,,Grid,,,0.229906455,0.229906455,,,,,
39.3,11.3,15458,0,Grid,,,0.178797786,7500,35047.91233,7500,Urban,1,15458,0,,,,,,,15458,1,0,0,,,,,,Grid,,,0.178797786,7500,,Grid,,,0.206116543,0.206116543,,,,,
38.966667,9.233333,12854,1,Grid,,,0,2500,7279.486568,0,Urban,0,0,0,,,,,,,12854,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.683333,9.4,11989,1,Grid,,,0,2500,7184.562008,0,Urban,0,0,0,,,,,,,11989,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
42.183333,9.25,39641,1,Grid,,,0,2500,2631.276098,0,Urban,0,0,0,,,,,,,39641,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.266667,9.2,20406,0,Grid,,,0.175529216,5000,17454.86701,5000,Urban,1,20406,0,,,,,,,20406,1,0,0,,,,,,Grid,,,0.175529216,5000,,Grid,,,0.199994177,0.199994177,,,,,
38.833333,9.916667,15503,0,Grid,,,0.178728233,7500,17563.98756,7500,Urban,1,15503,0,,,,,,,15503,1,0,0,,,,,,Grid,,,0.178728233,7500,,Grid,,,0.206035834,0.206035834,,,,,
41.7,5.95,478,0,StandAlone,PV,,0.447,0.447,68255.53076,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.376081759,0,,StandAlone,PV,,0.447,0.447,,,,,
38.35,9.183333,17115,0,Grid,,,0.176407359,2500,10469.50224,2500,Urban,1,17115,0,,,,,,,17115,1,0,0,,,,,,Grid,,,0.176407359,2500,,Grid,,,0.201636743,0.201636743,,,,,
39.666667,10.616667,10550,0,Grid,,,0.183415309,7500,15240.53957,7500,Urban,1,10550,0,,,,,,,10550,1,0,0,,,,,,Grid,,,0.183415309,7500,,Grid,,,0.216084912,0.216084912,,,,,
39.25,13.05,7819,0,Grid,,,0.187683786,7500,30682.79107,7500,Urban,1,7819,0,,,,,,,7819,1,0,0,,,,,,Grid,,,0.187683786,7500,,Grid,,,0.224802336,0.224802336,,,,,
39.166667,13.133333,7813,0,Grid,,,0.187709385,7500,31206.29643,7500,Urban,1,7813,0,,,,,,,7813,1,0,0,,,,,,Grid,,,0.187709385,7500,,Grid,,,0.224841149,0.224841149,,,,,
41.502222,11.504167,1256,0,StandAlone,Diesel,,0.5495,0.5495,48197.33579,0.5495,Rural,1,0,1256,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.3421035,0,,StandAlone,Diesel,,0.5495,0.5495,,,,,
38.95,9.7,17352,0,Grid,,,0.176585527,5000,22988.73653,5000,Urban,1,17352,0,,,,,,,17352,1,0,0,,,,,,Grid,,,0.176585527,5000,,Grid,,,0.202230289,0.202230289,,,,,
45.6,7.816667,530,0,StandAlone,PV,,0.447,0.447,139140.4533,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.371607782,0,,StandAlone,PV,,0.447,0.447,,,,,
46.6,7.233333,554,0,StandAlone,PV,,0.447,0.447,183006.5035,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.369716726,0,,StandAlone,PV,,0.447,0.447,,,,,
36.216667,9.883333,5199,0,MicroGrid,,Diesel,0.314349169,0,83762.54624,0,Urban,0,0,0,,,,,,,0,0,5199,1,,,,,,MicroGrid,,Diesel,0.314349169,0,,StandAlone,PV,,0.350962453,0.447,,,,,
37.1,9.883333,4919,0,Grid,,,0.196535575,7500,43261.51092,7500,Urban,1,4919,0,,,,,,,4919,1,0,0,,,,,,Grid,,,0.196535575,7500,,StandAlone,Diesel,,0.242562606,0.5204,,,,,
38.866667,9.433333,12023,0,Grid,,,0.180060208,2500,12787.03378,2500,Urban,1,12023,0,,,,,,,12023,1,0,0,,,,,,Grid,,,0.180060208,2500,,Grid,,,0.20945256,0.20945256,,,,,
39.466667,11.25,18412,0,Grid,,,0.176887465,7500,17417.01104,7500,Urban,1,18412,0,,,,,,,18412,1,0,0,,,,,,Grid,,,0.176887465,7500,,Grid,,,0.202557801,0.202557801,,,,,
44.966667,5.416667,575,0,StandAlone,PV,,0.574,0.574,129377.0554,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.368242056,0,,StandAlone,PV,,0.574,0.574,,,,,
39.116667,12.066667,8368,1,Grid,,,0,2500,2466.159839,0,Urban,0,0,0,,,,,,,8368,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.5,9.566667,6574,0,Grid,,,0.188162047,2500,11068.75736,2500,Urban,1,6574,0,,,,,,,6574,1,0,0,,,,,,Grid,,,0.188162047,2500,,Grid,,,0.224679211,0.224679211,,,,,
37.9,9.6,8729,0,Grid,,,0.185602674,7500,39129.06707,7500,Urban,1,8729,0,,,,,,,8729,1,0,0,,,,,,Grid,,,0.185602674,7500,,Grid,,,0.219723012,0.219723012,,,,,
38.166667,9.033333,16024,1,Grid,,,0,2500,3809.635028,0,Urban,0,0,0,,,,,,,16024,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
36.883333,7.35,20397,0,Grid,,,0.176564509,10000,13431.32801,10000,Urban,1,20397,0,,,,,,,20397,1,0,0,,,,,,Grid,,,0.176564509,10000,,Grid,,,0.202064762,0.202064762,,,,,
39.233333,10.55,13108,0,Grid,,,0.178819685,2500,11645.50074,2500,Urban,1,13108,0,,,,,,,13108,1,0,0,,,,,,Grid,,,0.178819685,2500,,Grid,,,0.206567027,0.206567027,,,,,
36.833333,6.316667,13302,1,Grid,,,0,2500,5466.889546,0,Urban,0,0,0,,,,,,,13302,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.783333,8.866667,90686,1,Grid,,,0,2500,5758.560342,0,Urban,0,0,0,,,,,,,90686,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.1,9.333333,15958,0,Grid,,,0.177359423,5000,32719.67986,5000,Urban,1,15958,0,,,,,,,15958,1,0,0,,,,,,Grid,,,0.177359423,5000,,Grid,,,0.203744485,0.203744485,,,,,
38.2,7.466667,25248,0,Grid,,,0.176564329,10000,17367.4046,10000,Urban,1,25248,0,,,,,,,25248,1,0,0,,,,,,Grid,,,0.176564329,10000,,Grid,,,0.202064516,0.202064516,,,,,
38.016667,9.1,16024,1,Grid,,,0,2500,4137.888368,0,Urban,0,0,0,,,,,,,16024,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.4,8.716667,17130,1,Grid,,,0,2500,2063.187908,0,Urban,0,0,0,,,,,,,17130,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.366667,9.9,13285,0,Grid,,,0.179848714,5000,41924.38238,5000,Urban,1,13285,0,,,,,,,13285,1,0,0,,,,,,Grid,,,0.179848714,5000,,Grid,,,0.208835881,0.208835881,,,,,
39.133333,12.216667,8362,0,Grid,,,0.185755885,5000,10151.05972,5000,Urban,1,8362,0,,,,,,,8362,1,0,0,,,,,,Grid,,,0.185755885,5000,,Grid,,,0.219316955,0.219316955,,,,,
37.05,9.7,16447,0,Grid,,,0.177871191,7500,40279.29746,7500,Urban,1,16447,0,,,,,,,16447,1,0,0,,,,,,Grid,,,0.177871191,7500,,Grid,,,0.205256641,0.205256641,,,,,
35.783333,7.283333,12288,0,Grid,,,0.181901385,10000,21519.78541,10000,Urban,1,12288,0,,,,,,,12288,1,0,0,,,,,,Grid,,,0.181901385,10000,,Grid,,,0.213460666,0.213460666,,,,,
38,11.416667,18306,0,Grid,,,0.177030206,7500,26083.35597,7500,Urban,1,18306,0,,,,,,,18306,1,0,0,,,,,,Grid,,,0.177030206,7500,,Grid,,,0.202737758,0.202737758,,,,,
39.4,12.05,15662,0,Grid,,,0.17783133,5000,10426.02753,5000,Urban,1,15662,0,,,,,,,15662,1,0,0,,,,,,Grid,,,0.17783133,5000,,Grid,,,0.204389668,0.204389668,,,,,
37.066667,8.9,9617,1,Grid,,,0,2500,738.496529,0,Urban,0,0,0,,,,,,,9617,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.8,9.983333,12349,0,Grid,,,0.180085798,5000,12348.37209,5000,Urban,1,12349,0,,,,,,,12349,1,0,0,,,,,,Grid,,,0.180085798,5000,,Grid,,,0.209911833,0.209911833,,,,,
38.983333,11.666667,15188,1,Grid,,,0,2500,7104.136426,0,Urban,0,0,0,,,,,,,15188,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.483333,10.116667,14587,0,Grid,,,0.178864684,7500,43257.4458,7500,Urban,1,14587,0,,,,,,,14587,1,0,0,,,,,,Grid,,,0.178864684,7500,,Grid,,,0.206769313,0.206769313,,,,,
39.085833,14.387778,14280,0,Grid,,,0.179425913,7500,33475.3929,7500,Urban,1,14280,0,,,,,,,14280,1,0,0,,,,,,Grid,,,0.179425913,7500,,Grid,,,0.207552567,0.207552567,,,,,
39.513333,14.231944,30135,1,Grid,,,0,2500,4156.868186,0,Urban,0,0,0,,,,,,,30135,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.397778,14.379167,17705,0,Grid,,,0.176207833,2500,13594.06988,2500,Urban,1,17705,0,,,,,,,17705,1,0,0,,,,,,Grid,,,0.176207833,2500,,Grid,,,0.201772163,0.201772163,,,,,
38.2975,14.297778,6157,0,Grid,,,0.192467877,7500,23099.07123,7500,Urban,1,6157,0,,,,,,,6157,1,0,0,,,,,,Grid,,,0.192467877,7500,,Grid,,,0.233920275,0.233920275,,,,,
39.233333,13.3,7808,0,Grid,,,0.186468456,5000,14788.70781,5000,Urban,1,7808,0,,,,,,,7808,1,0,0,,,,,,Grid,,,0.186468456,5000,,Grid,,,0.222348969,0.222348969,,,,,
35.1,7.266667,1480,0,StandAlone,Diesel,,0.397876023,0.8987,34620.18489,0.8987,Rural,1,0,1480,,,,,,,0,0,0,0,,,,,,Grid,,,0.270768185,17500,,StandAlone,Diesel,,0.397876023,0.8987,,,,,
39.483333,13.216667,9031,1,Grid,,,0,2500,3234.10138,0,Urban,0,0,0,,,,,,,9031,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.298611,14.233056,32735,0,Grid,,,0.175528778,5000,17798.89544,5000,Urban,1,32735,0,,,,,,,32735,1,0,0,,,,,,Grid,,,0.175528778,5000,,Grid,,,0.19999359,0.19999359,,,,,
39.528333,13.019722,14041,1,Grid,,,0,2500,6146.359365,0,Urban,0,0,0,,,,,,,14041,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.45,13.883333,14870,0,Grid,,,0.179105513,7500,11802.12703,7500,Urban,1,14870,0,,,,,,,14870,1,0,0,,,,,,Grid,,,0.179105513,7500,,Grid,,,0.207554576,0.207554576,,,,,
39.3,13.75,12053,0,Grid,,,0.180735627,5000,18694.74973,5000,Urban,1,12053,0,,,,,,,12053,1,0,0,,,,,,Grid,,,0.180735627,5000,,Grid,,,0.210843942,0.210843942,,,,,
39.233333,13.95,13439,0,Grid,,,0.179543637,5000,26980.55262,5000,Urban,1,13439,0,,,,,,,13439,1,0,0,,,,,,Grid,,,0.179543637,5000,,Grid,,,0.208414924,0.208414924,,,,,
39.366667,13.3,9025,0,Grid,,,0.184725176,5000,14325.74309,5000,Urban,1,9025,0,,,,,,,9025,1,0,0,,,,,,Grid,,,0.184725176,5000,,Grid,,,0.218494367,0.218494367,,,,,
37.066667,7.6,15673,1,Grid,,,0,2500,4144.336508,0,Urban,0,0,0,,,,,,,15673,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.066667,6.016667,8899,0,Grid,,,0.186244438,7500,38196.26848,7500,Urban,1,8899,0,,,,,,,8899,1,0,0,,,,,,Grid,,,0.186244438,7500,,Grid,,,0.221357074,0.221357074,,,,,
38.966667,12.6,5571,1,Grid,,,0,2500,7957.576731,0,Urban,0,0,0,,,,,,,5571,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.35,6.1,18659,0,Grid,,,0.176549422,7500,17006.1324,7500,Urban,1,18659,0,,,,,,,18659,1,0,0,,,,,,Grid,,,0.176549422,7500,,Grid,,,0.202086392,0.202086392,,,,,
37,10.966667,25746,0,Grid,,,0.176023042,7500,37407.92807,7500,Urban,1,25746,0,,,,,,,25746,1,0,0,,,,,,Grid,,,0.176023042,7500,,Grid,,,0.200981953,0.200981953,,,,,
44.5,7.766667,1128,0,StandAlone,PV,,0.447,0.447,128868.8914,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.345123967,0,,StandAlone,PV,,0.447,0.447,,,,,
42.533333,9.216667,27332,1,Grid,,,0,2500,5208.386237,0,Urban,0,0,0,,,,,,,27332,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
37.266667,14.416667,702,0,StandAlone,Diesel,,0.6368,0.6368,30078.52639,0.6368,Rural,1,0,702,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.360529952,0,,StandAlone,Diesel,,0.6368,0.6368,,,,,
42.65,7.216667,1053,0,StandAlone,Diesel,,0.6077,0.6077,97090.21374,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.347131823,0,,StandAlone,Diesel,,0.6077,0.6077,,,,,
39.05,12.516667,5571,0,Grid,,,0.190746021,2500,10979.71107,2500,Urban,1,5571,0,,,,,,,5571,1,0,0,,,,,,Grid,,,0.190746021,2500,,Grid,,,0.228866564,0.228866564,,,,,
37.45,12.466667,19590,1,Grid,,,0,2500,5798.062375,0,Urban,0,0,0,,,,,,,19590,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.2,10.45,25172,1,Grid,,,0,2500,0.041139,0,Urban,0,0,0,,,,,,,25172,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.816667,9.283333,5897,0,Grid,,,0.199999652,15000,34250.84206,15000,Urban,1,5897,0,,,,,,,5897,1,0,0,,,,,,Grid,,,0.199999652,15000,,StandAlone,PV,,0.248315636,0.447,,,,,
39.116667,8.333333,24640,1,Grid,,,0,2500,4376.803136,0,Urban,0,0,0,,,,,,,24640,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.55,12.25,17298,1,Grid,,,0,2500,3450.188101,0,Urban,0,0,0,,,,,,,17298,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.033333,9.5,12910,0,Grid,,,0.180538422,7500,34772.47279,7500,Urban,1,12910,0,,,,,,,12910,1,0,0,,,,,,Grid,,,0.180538422,7500,,Grid,,,0.209780031,0.209780031,,,,,
39.833333,11.083333,19188,1,Grid,,,0,2500,4348.560893,0,Urban,0,0,0,,,,,,,19188,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
39.633333,5.916667,602,0,StandAlone,Diesel,,0.4913,0.4913,58007.8971,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.366362586,0,,StandAlone,Diesel,,0.4913,0.4913,,,,,
38.433333,9.3,13094,1,Grid,,,0,2500,2353.671273,0,Urban,0,0,0,,,,,,,13094,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.433333,9.5,13088,0,Grid,,,0.178725732,2500,9899.705466,2500,Urban,1,13088,0,,,,,,,13088,1,0,0,,,,,,Grid,,,0.178725732,2500,,Grid,,,0.206351487,0.206351487,,,,,
38.633333,5.1,5260,0,Grid,,,0.215116744,25000,40085.40533,25000,Urban,1,5260,0,,,,,,,5260,1,0,0,,,,,,Grid,,,0.215116744,25000,,StandAlone,Diesel,,0.310348867,0.5204,,,,,
39.083333,12.066667,8368,1,Grid,,,0,2500,261.041431,0,Urban,0,0,0,,,,,,,8368,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
41.716667,8.9,21518,0,MicroGrid,,Diesel,0.301218245,22500,55790.55214,0,Urban,0,0,0,,,,,,,0,0,21518,1,,,,,,MicroGrid,,Diesel,0.301218245,22500,,StandAlone,Diesel,,0.324700603,0.6659,,,,,
39.15,11.066667,15418,0,Grid,,,0.178867467,7500,24159.03397,7500,Urban,1,15418,0,,,,,,,15418,1,0,0,,,,,,Grid,,,0.178867467,7500,,Grid,,,0.206209895,0.206209895,,,,,
35.766667,7.7,6925,0,MicroGrid,,Diesel,0.310767184,30000,65111.38411,0,Urban,0,0,0,,,,,,,0,0,6925,1,,,,,,MicroGrid,,Diesel,0.310767184,30000,,StandAlone,Diesel,,0.343798482,0.8114,,,,,
38.904167,14.342778,8902,0,Grid,,,0.186234617,7500,21851.21556,7500,Urban,1,8902,0,,,,,,,8902,1,0,0,,,,,,Grid,,,0.186234617,7500,,Grid,,,0.221340735,0.221340735,,,,,
37.466667,12.65,119094,1,Grid,,,0,2500,577.603855,0,Urban,0,0,0,,,,,,,119094,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
38.633333,10.866667,14943,0,MicroGrid,,Diesel,0.303347017,17500,59026.33842,0,Urban,0,0,0,,,,,,,0,0,14943,1,,,,,,MicroGrid,,Diesel,0.303347017,17500,,StandAlone,Diesel,,0.328958147,0.4622,,,,,
46.166667,7.116667,519,0,StandAlone,PV,,0.447,0.447,135042.858,0,Rural,0,0,0,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.372493373,0,,StandAlone,PV,,0.447,0.447,,,,,
35.216667,9.866667,7187,0,Grid,,,0.188919112,7500,13216.64389,7500,Urban,1,7187,0,,,,,,,7187,1,0,0,,,,,,Grid,,,0.188919112,7500,,Grid,,,0.225964843,0.225964843,,,,,
36.733333,9.65,5218,0,MicroGrid,,Diesel,0.314300481,25000,64973.28781,0,Urban,0,0,0,,,,,,,0,0,5218,1,,,,,,MicroGrid,,Diesel,0.314300481,25000,,StandAlone,Diesel,,0.350865076,0.695,,,,,
39.683333,5.1,430,0,StandAlone,Diesel,,0.5495,0.5495,29043.97338,0.5495,Rural,1,0,430,,,,,,,0,0,0,0,,,,,,MicroGrid,,Diesel,0.380914292,0,,StandAlone,Diesel,,0.5495,0.5495,,,,,
39.333333,8.233333,14215,1,Grid,,,0,2500,7504.652551,0,Urban,0,0,0,,,,,,,14215,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
41.9,9.516667,34178,1,Grid,,,0,2500,1132.56337,0,Urban,0,0,0,,,,,,,34178,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
41.916667,9.483333,35787,1,Grid,,,0,2500,1697.943537,0,Urban,0,0,0,,,,,,,35787,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
35.866667,9.25,11905,1,Grid,,,0,2500,8309.266445,0,Urban,0,0,0,,,,,,,11905,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
35.383333,7.216667,20005,1,Grid,,,0,2500,3024.968025,0,Urban,0,0,0,,,,,,,20005,1,0,0,,,,,,Grid,,,0,2500,,Grid,,,0,0,,,,,
